context,gold_answers,predicted_answer,correct
A cow is on the left of a chair from the chair's perspective. The chair is facing right relative to the camera.,['back'],left,False
A sheep is back of a fire hydrant.,['back'],back,True
A fire hydrant is in front of a horse relative to observer. The horse is facing toward the observer.,['front'],front,True
A fire hydrant is in front of a horse relative to observer. The horse is facing left relative to the observer.,['front'],right,False
A fire hydrant is in front of a horse relative to observer. The horse is facing away from the observer.,['front'],front,True
A fire hydrant is in front of a horse relative to observer. The horse is facing right relative to the observer.,['front'],left,False
A fire hydrant is on the right of a container and outside of the container.,['right'],right,True
A cow is on the right of a chicken relative to the chicken. The chicken is facing toward the camera.,['left'],left,True
A cow is on the right of a chicken relative to the chicken. The chicken is facing left relative to the camera.,['back'],left,False
A cow is on the right of a chicken relative to the chicken. The chicken is facing away from the camera.,['right'],left,False
A cow is on the right of a chicken relative to the chicken. The chicken is facing right relative to the camera.,['front'],left,False
A horse is to the right of a dog relative to camera. The dog is facing toward the camera.,['right'],right,True
A horse is to the right of a dog relative to camera. The dog is facing left relative to the camera.,['right'],right,True
A horse is to the right of a dog relative to camera. The dog is facing away from the camera.,['right'],left,False
A horse is to the right of a dog relative to camera. The dog is facing right relative to the camera.,['right'],left,False
A fire hydrant is on the left of a cow from my perspective. The cow is facing toward me.,['left'],left,True
A fire hydrant is on the left of a cow from my perspective. The cow is facing left relative to me.,['left'],left,True
A fire hydrant is on the left of a cow from my perspective. The cow is facing away from me.,['left'],left,True
A fire hydrant is on the left of a cow from my perspective. The cow is facing right relative to me.,['left'],left,True
A cow is on the left of a deer from my point of view. The deer is facing toward me.,['left'],left,True
A cow is on the left of a deer from my point of view. The deer is facing left relative to me.,['left'],right,False
A cow is on the left of a deer from my point of view. The deer is facing away from me.,['left'],right,False
A cow is on the left of a deer from my point of view. The deer is facing right relative to me.,['left'],right,False
A deer is on the left of a container inside the container.,['left'],left,True
A sheep is to the left of a cow from the cow's perspective. The cow is facing toward the camera.,['right'],left,False
A sheep is to the left of a cow from the cow's perspective. The cow is facing left relative to the camera.,['front'],left,False
A sheep is to the left of a cow from the cow's perspective. The cow is facing away from the camera.,['left'],left,True
A sheep is to the left of a cow from the cow's perspective. The cow is facing right relative to the camera.,['back'],left,False
A dog is outside and in front of a bus from my perspective. The bus is facing toward me.,['front'],front,True
